timestamp,node_id,gpu_util,cpu_util,memory_util,temperature,power_draw
2026-07-18 05:24:00,node-01,6.889936355214653,8.971061955287256,100.0,39.87594988972605,42.547851269370625
2026-07-18 05:39:00,node-01,4.9597654449313975,12.696294028526694,100.0,42.65528346302929,86.4883249813744
2026-07-18 05:54:00,node-01,5.957529355009169,9.128742950940014,98.02663524555184,39.79868515938631,61.408359570339265
2026-07-18 06:09:00,node-01,3.951368849260117,3.896611857128536,100.0,37.55515330556516,72.5809593728291
2026-07-18 06:24:00,node-01,4.947219503266104,3.0298541639502665,100.0,35.84582246847672,59.71379345835595
2026-07-18 06:39:00,node-01,2.0597591458281936,14.443848939721414,100.0,37.54700839186861,80.68340383067743
2026-07-18 06:54:00,node-01,7.790062142149178,7.535433233610526,91.18386710292016,37.83717973630792,68.79596381613831
2026-07-18 07:09:00,node-01,3.205760060381321,6.556768383665132,100.0,35.41247821677378,82.27723212770022
2026-07-18 07:24:00,node-01,1.2986129707010328,6.631940101988035,100.0,36.721776134705195,49.688573576038365
2026-07-18 07:39:00,node-01,0.4473233469970186,6.926147349181136,96.49047993167552,42.028078992952814,49.249154737745116
2026-07-18 07:54:00,node-01,5.089375464682969,14.284958762626395,91.6131141182577,36.24770053013832,62.018840079239354
2026-07-18 08:09:00,node-01,7.867038809411646,2.8151596362412863,95.55092875098612,30.38339649953144,40.237577248124026
2026-07-18 08:24:00,node-01,7.166355974770253,3.547796735969889,100.0,34.24528982660774,74.6426477448129
2026-07-18 08:39:00,node-01,5.616836539891309,12.26546970126404,91.84191809445126,33.476127961375475,54.80268639040055
2026-07-18 08:54:00,node-01,7.9247834319428865,9.142323387421804,100.0,41.903730177479524,67.86496731072249
2026-07-18 09:09:00,node-01,5.782626096336852,3.670977853492376,100.0,36.73939587707713,43.500178023042345
2026-07-18 09:24:00,node-01,2.7140089872111677,2.447981778118373,100.0,34.204658145527,48.5322179691347
2026-07-18 09:39:00,node-01,4.809745064481385,4.915046527629956,100.0,42.16057325762437,71.14295850109664
2026-07-18 09:54:00,node-01,0.6381331398844923,5.390539590233524,88.4860514473297,30.28825206834918,55.28313135555216
2026-07-18 10:09:00,node-01,1.7734599217803266,2.184769384470346,100.0,32.61376264096826,50.73609712928169
2026-07-18 10:24:00,node-01,3.3403218874279377,4.8091769983835135,100.0,42.404322290937,51.4423250403884
2026-07-18 10:39:00,node-01,1.6145479485043621,11.598146180381196,100.0,38.25977591490604,50.740968236274774
2026-07-18 10:54:00,node-01,7.628008118625365,13.120637965281048,97.69900938183358,41.604746618692204,71.14254747152741
2026-07-18 11:09:00,node-01,7.964780213957195,13.677065787006331,96.39170012629688,42.572640221431165,48.38456072347286
2026-07-18 11:24:00,node-01,2.9674873609733234,7.068882424366064,85.62601864538965,44.129452328828094,58.13531795899452
2026-07-18 11:39:00,node-01,5.673831888617589,6.1523784367462495,100.0,30.95136898955007,74.39434327967261
2026-07-18 11:54:00,node-01,3.2621658453059243,14.99819102670254,100.0,41.98852114947708,65.68355286738253
2026-07-18 12:09:00,node-01,1.1160736350896512,12.001425861980653,100.0,40.63149222329752,69.8640435387742
2026-07-18 12:24:00,node-01,2.6954147816168685,8.985577051798206,95.4822799054329,33.105384010148384,52.54534897318743
2026-07-18 12:39:00,node-01,1.8669735897253057,5.312028624962156,100.0,43.97553399510185,86.63574365826028
2026-07-18 12:54:00,node-01,2.624625763259358,6.176970887506361,99.24142668136128,36.06302820459588,60.693962415816785
2026-07-18 13:09:00,node-01,1.7201735071817321,8.699736534782033,100.0,43.314157911822065,54.34819683061673
2026-07-18 13:24:00,node-01,0.8987609524659712,9.047077957279757,89.19960777624449,39.07670556997388,85.21630920292361
2026-07-18 13:39:00,node-01,1.7394274348993033,2.1778223755578114,100.0,37.90121919811435,72.76448076321935
2026-07-18 13:54:00,node-01,7.246056254638742,14.472201108529168,100.0,32.39285900843969,70.69729315692253
2026-07-18 14:09:00,node-01,0.6817734062122298,9.482881215570327,95.59099240874869,43.71491436430969,84.33673260830841
2026-07-18 14:24:00,node-01,2.598053150041876,9.659057177318733,94.04790576026159,38.34992861043369,42.927014313569224
2026-07-18 14:39:00,node-01,4.227599156021083,4.749124738799649,100.0,30.09138608245226,81.88397560037902
2026-07-18 14:54:00,node-01,2.8361012494268545,11.944833324416223,97.60393947802932,30.274268116054248,73.89321821525505
2026-07-18 15:09:00,node-01,4.140856760151098,11.584438761193956,100.0,41.664489075270716,57.99963973900647
2026-07-18 15:24:00,node-01,0.3473604818748317,3.237053654261933,100.0,32.429045300675845,52.817567126192785
2026-07-18 15:39:00,node-01,5.188557066915022,9.734926839378964,100.0,38.98107653442218,45.240294994077885
2026-07-18 15:54:00,node-01,4.507830412448482,10.556518689288438,100.0,40.2162294290097,87.05370851233451
2026-07-18 16:09:00,node-01,5.447730126837532,12.862386269460405,100.0,34.190483894227455,47.09560516647681
2026-07-18 16:24:00,node-01,4.538062526617896,4.679185325930239,91.350069407849,38.53970712617119,52.971926786544216
2026-07-18 16:39:00,node-01,3.5032286594053055,13.409252358483277,100.0,33.60388118983612,74.55535897847349
2026-07-18 16:54:00,node-01,2.8011323383526596,7.9992539321987435,97.26733633563848,44.19473141051925,75.50762189429963
2026-07-18 17:09:00,node-01,1.8114815207982096,3.2548070509733824,89.41486779486829,42.90255234523751,48.0384352301297
2026-07-18 17:24:00,node-01,4.000541814452901,3.3730758796413873,92.89221144626111,34.32064187246203,80.70655803828137
2026-07-18 17:39:00,node-01,0.2084196190200558,4.571457897751205,100.0,37.932217364255095,65.51436345881812
2026-07-18 17:54:00,node-01,2.625926624794606,5.67575917780901,86.25022834241138,37.50949285730859,82.42283390575545
2026-07-18 18:09:00,node-01,5.422978348516235,8.453275457977394,100.0,44.40034886925111,44.364269492377225
